anime_id,title,title_english,title_japanese,image_url,episodes,release_data,end_data,duration,studio,tag,,,,,,,,,,,,,,,,,,,,,duration_min,,,,,,,,,,
,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,,とある科学の超電磁砲 御坂さんはいま注目の的ですから,https://myanimelist.cdn-dena.com/images/anime/10/75609.jpg,1,2010-09-26,2010-09-26,34,J.C.Staff,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,
,Chocotto Sister,,ちょこッとSister,https://myanimelist.cdn-dena.com/images/anime/7/16825.jpg,24,2006-07-12,2006-12-20,24,Nomad,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars Special,,銀河鉄道の夜 -Fantasy Railroad in the Stars-,https://myanimelist.cdn-dena.com/images/anime/7/81092.jpg,1,2007-02-23,2007-02-23,22,KAGAYA Studio,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
,Arslan Senki (TV): Fuujin Ranbu - 4-koma Gekijou,,アルスラーン戦記 風塵乱舞 アル戦4コマ劇場,https://myanimelist.cdn-dena.com/images/anime/7/88122.jpg,4,2016-09-07,2016-12-07,1,LIDENFILMS,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
,Maria-sama ga Miteru 3rd Specials,Keep it a Secret from Maria-sama,マリア様にはないしょ。,https://myanimelist.cdn-dena.com/images/anime/13/44396.jpg,5,2006-12-29,2007-07-25,2,Studio Deen,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,Ranma ½ Specials,,らんま１／２,https://myanimelist.cdn-dena.com/images/anime/11/63453.jpg,2,1994-12-16,1995-02-17,30,"Gainax, Studio Deen",,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Aruite Mikka!,,歩いてみっか！,https://myanimelist.cdn-dena.com/images/anime/5/70203.jpg,1,1999-12-01,1999-12-01,2,Polygon Pictures,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,Hakaima Sadamitsu,Sadamitsu the Destroyer,破壊魔定光,https://myanimelist.cdn-dena.com/images/anime/1121/92271.jpg,10,2001-01-17,2001-03-21,22,Studio Deen,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
,Maki-chan to Now.,,真希ちゃんとなう。,https://myanimelist.cdn-dena.com/images/anime/7/85630.jpg,4,2012-02-24,2014-12-26,30,Collaboration Works,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,,プロジェクトA子2 大徳寺財閥の陰謀,https://myanimelist.cdn-dena.com/images/anime/10/29213.jpg,1,1987-05-21,1987-05-21,48,APPP,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,
,Nana Maru San Batsu,Fastest Finger First,ナナマル サンバツ,https://myanimelist.cdn-dena.com/images/anime/9/86731.jpg,12,2017-07-05,2017-09-20,23,TMS Entertainment,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Escaflowne,Escaflowne: A Girl in Gaea,エスカフローネ,https://myanimelist.cdn-dena.com/images/anime/12/50419.jpg,1,2000-06-24,2000-06-24,1,"Bones, Sunrise",,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,
,Ginga Tetsudou 999,,銀河鉄道９９９,https://myanimelist.cdn-dena.com/images/anime/7/27801.jpg,113,1978-09-14,1981-04-09,25,Toei Animation,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Zero Tester,,ゼロテスター,https://myanimelist.cdn-dena.com/images/anime/5/26391.jpg,38,1973-10-01,1974-06-17,24,Sunrise,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Full Moon wo Sagashite: Kawaii Kawaii Daibouken,,かわいい かわいい 大冒険,https://myanimelist.cdn-dena.com/images/anime/4/16208.jpg,1,2002-11-01,2002-11-01,10,Studio Deen,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,
,Gurazeni,,グラゼニ,https://myanimelist.cdn-dena.com/images/anime/1444/90440.jpg,0,2018-04-06,None,23,Studio Deen,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Miira no Kaikata,How to Keep a Mummy,ミイラの飼い方,https://myanimelist.cdn-dena.com/images/anime/1213/91087.jpg,12,2018-01-12,2018-03-30,24,8bit,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Spy Penguin,Spy Penguin,スパイペンギン,https://myanimelist.cdn-dena.com/images/anime/7/40957.jpg,5,2012-09-04,2012-11-04,4,Next Media Animation,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
,Himitsukessha Taka no Tsume Specials,,秘密結社鷹の爪,https://myanimelist.cdn-dena.com/images/anime/9/82758.jpg,4,2006-09-21,2006-12-22,11,DLE,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,
,Jewelpet Happiness,,ジュエルペット ハッピネス,https://myanimelist.cdn-dena.com/images/anime/5/47697.jpg,52,2013-04-06,2014-03-29,24,Studio Comet,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,"Boku no Imouto wa ""Osaka Okan"": Haishin Gentei Osaka Okan.",,僕の妹は「大阪おかん」第1.5話「配信限定大阪おかん。」,https://myanimelist.cdn-dena.com/images/anime/11/45386.jpg,1,2012-12-29,2012-12-29,3,Charaction,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Fate/kaleid liner Prisma☆Illya 3rei!!,,Fate/kaleid liner プリズマ☆イリヤ 3rei!!,https://myanimelist.cdn-dena.com/images/anime/7/80834.jpg,12,2016-07-06,2016-09-21,24,Silver Link.,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Fairy Tail x Rave,,FAIRYTAIL×RAVE,https://myanimelist.cdn-dena.com/images/anime/9/58513.jpg,1,2013-08-16,2013-08-16,25,"Satelight, A-1 Pictures",,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Magi: The Kingdom of Magic,Magi: The Kingdom of Magic,マギ The kingdom of magic,https://myanimelist.cdn-dena.com/images/anime/13/55039.jpg,25,2013-10-06,2014-03-30,25,A-1 Pictures,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Elf no Futagohime: Willan to Arsura,,エルフの双子姫 ウィランとアルスラ,https://myanimelist.cdn-dena.com/images/anime/12/33705.jpg,1,2009-07-31,2009-07-31,30,T-Rex,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Stop!! Hibari-kun!,,ストップ！！ひばりくん！,https://myanimelist.cdn-dena.com/images/anime/5/72083.jpg,35,1983-05-20,1984-01-27,24,Toei Animation,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Versailles no Bara,The Rose of Versailles,ベルサイユのばら,https://myanimelist.cdn-dena.com/images/anime/9/57043.jpg,40,1979-10-10,1980-09-03,23,Tokyo Movie Shinsha,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Itoshi no Muco,Lovely Muuuuuuuco!,いとしのムーコ,https://myanimelist.cdn-dena.com/images/anime/10/76473.jpg,25,2015-10-03,2016-03-26,12,DLE,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,
,Black Blood Brothers,Black Blood Brothers,ブラック・ブラッド・ブラザーズ,https://myanimelist.cdn-dena.com/images/anime/5/13804.jpg,12,2006-09-08,2006-11-24,25,Group TAC,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Boruto: Naruto the Movie,Boruto: Naruto the Movie,BORUTO -NARUTO THE MOVIE-,https://myanimelist.cdn-dena.com/images/anime/4/78280.jpg,1,2015-08-07,2015-08-07,1,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,
,Super Short Comics,,スーパーショートコミックス,https://myanimelist.cdn-dena.com/images/anime/4/71928.jpg,8,2015-11-02,2015-12-21,5,Steve N&#039,,,,,,,,,,,,,,,,,,,,,,"['""Emily no Inai Yoru (エミリィのいない夜)"" by Ichirou Mizuki']",,,,,,,,,,
,Qin Shi Ming Yue: Kong Shan Niao Yu,,秦时明月 特别篇：空山鸟语,s Moon Special: Birdsong in Hollow Valley,Novel,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,
,Chibi☆Devi!,,ちび☆デビ！,https://myanimelist.cdn-dena.com/images/anime/6/35927.jpg,75,2011-10-10,2014-02-17,5,SynergySP,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Offside (TV),,オフサイド,https://myanimelist.cdn-dena.com/images/anime/3/10383.jpg,39,2001-05-10,2002-01-31,23,Ashi Production,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Genki Bakuhatsu Ganbaruger,Energetic Bomb Ganbaruger,元気爆発ガンバルガー,https://myanimelist.cdn-dena.com/images/anime/7/89881.jpg,47,1992-04-01,1993-02-24,24,Sunrise,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Attacker You!,Attacker You!,アタッカーＹＯＵ！,https://myanimelist.cdn-dena.com/images/anime/11/85676.jpg,58,1984-04-13,1985-06-21,23,Shaft,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Gabriel DropOut,Gabriel DropOut,ガヴリールドロップアウト,https://myanimelist.cdn-dena.com/images/anime/9/82590.jpg,12,2017-01-09,2017-03-27,23,Doga Kobo,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Hakuouki OVA,,薄桜鬼,https://myanimelist.cdn-dena.com/images/anime/9/32507.jpg,2,None,,8,Studio Deen,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,
,Wotaku ni Koi wa Muzukashii,,ヲタクに恋は難しい,https://myanimelist.cdn-dena.com/images/anime/1545/90922.jpg,11,2018-04-13,None,22,A-1 Pictures,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
,Sakura Taisen: Ouka Kenran,,サクラ大戦 ~桜華絢爛~,https://myanimelist.cdn-dena.com/images/anime/7/15969.jpg,4,1997-12-18,1998-07-24,30,Madhouse,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,,DARKER THAN BLACK -黒の契約者- 桜の花の満開の下,https://myanimelist.cdn-dena.com/images/anime/3/32729.jpg,1,2008-03-26,2008-03-26,23,Bones,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Sen to Chihiro no Kamikakushi,Spirited Away,千と千尋の神隠し,s Spiriting Away,Original,,,,"Walt Disney Studios, GKIDS",,,,,,,,,,,,,,,,,,,,,,"['""Itsumo Nando demo (Always with Me)"" by Yumi Kimura']",,,,,,,,,,
,Captain Tsubasa,,キャプテン翼,https://myanimelist.cdn-dena.com/images/anime/9/26248.jpg,128,1983-10-13,1986-03-27,24,Tsuchida Productions,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Nobunaga the Fool,Nobunaga the Fool,ノブナガ・ザ・フール,https://myanimelist.cdn-dena.com/images/anime/10/57803.jpg,24,2014-01-06,2014-06-23,24,Satelight,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,BlazBlue: Alter Memory,BlazBlue: Alter Memory,ブレイブルー オルターメモリー,https://myanimelist.cdn-dena.com/images/anime/10/56137.jpg,12,2013-10-09,2013-12-25,24,"Hoods Entertainment, teamKG",,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Ghost in the Shell: Arise - Border:2 Ghost Whispers,Ghost in the Shell: Arise - Border 2: Ghost Whispers,攻殻機動隊ARISE -GHOST IN THE SHELL- border:2 Ghost Whispers,https://myanimelist.cdn-dena.com/images/anime/8/52135.jpg,1,2013-11-30,2013-11-30,56,Production I.G,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,
,Washimo 3rd Season,,わしも 第3期,https://myanimelist.cdn-dena.com/images/anime/7/74290.jpg,44,2015-03-30,2015-09-22,10,Studio Deen,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,
,Ichigo Mashimaro,Strawberry Marshmallow,苺ましまろ,https://myanimelist.cdn-dena.com/images/anime/10/11042.jpg,12,2005-07-15,2005-10-14,24,Daume,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Kuroko no Basket: Saikou no Present Desu,,黒子のバスケ ~最高のプレゼントです~,https://myanimelist.cdn-dena.com/images/anime/13/77323.jpg,1,2015-12-24,2015-12-24,23,Production I.G,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Binan Koukou Chikyuu Boueibu Happy Kiss!,,美男高校地球防衛部HAPPY KISS!,https://myanimelist.cdn-dena.com/images/anime/1259/91819.jpg,0,2018-04-09,None,24,Studio Comet,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Pokemon: Celebi Toki wo Koeta Deai,Pokemon 4Ever,ポケットモンスター セレビィ 時を越えた遭遇（であい）,https://myanimelist.cdn-dena.com/images/anime/2/41799.jpg,1,2001-07-07,2001-07-07,1,OLM,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,
,12-sai. 2nd Season,,12歳。第2期,https://myanimelist.cdn-dena.com/images/anime/13/76326.jpg,4,2015-07-03,2015-12-01,13,SynergySP,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,
,Triangle Blue,,とらいあんぐるBLUE,https://myanimelist.cdn-dena.com/images/anime/9/19610.jpg,2,2009-08-28,2010-01-29,30,PoRO,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Pokemon Crystal: Raikou Ikazuchi no Densetsu,,ポケットモンスター クリスタル ～ライコウ 雷の伝説～,https://myanimelist.cdn-dena.com/images/anime/5/21488.jpg,1,2001-12-30,2001-12-30,1,OLM,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,
,DNA² OVA,,D・N・A2～何処かで失くしたあいつのアイツ～ (1995),https://myanimelist.cdn-dena.com/images/anime/7/4537.jpg,3,1995-02-21,1995-06-25,23,Madhouse,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",,この中に1人、妹がいる！兄、妹、恋人,https://myanimelist.cdn-dena.com/images/anime/11/51459.jpg,1,2013-03-27,2013-03-27,24,Studio Gokumi,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite,,バカな妹を利口にするのは俺の××だけな件について,https://myanimelist.cdn-dena.com/images/anime/10/81400.jpg,4,2016-04-28,2016-07-29,16,Collaboration Works,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,
,Vampire,,ヴァンパイア,https://myanimelist.cdn-dena.com/images/anime/10/74613.jpg,2,2011-09-16,2012-01-20,30,Y.O.U.C,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Comic Party Revolution,,こみっくパーティー Revolution,https://myanimelist.cdn-dena.com/images/anime/4/42713.jpg,13,2005-04-04,2005-06-27,24,"Radix, Chaos Project",,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Mugen Senshi Valis,Valis: The Fantasm Soldier,夢幻戦士ヴァリス,https://myanimelist.cdn-dena.com/images/anime/4/59529.jpg,1,None,,3,Sunrise,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Aiura,Aiura,あいうら,https://myanimelist.cdn-dena.com/images/anime/4/60699.jpg,12,2013-04-10,2013-06-26,4,LIDENFILMS,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Clannad: Another World, Tomoyo Chapter",-クラナド-　もうひとつの世界　智代編,https://myanimelist.cdn-dena.com/images/anime/12/19620.jpg,1,2008-07-16,2008-07-16,25,Kyoto Animation,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Houma Hunter Lime,Jewel BEM Hunter Lime,宝魔ハンターライム,https://myanimelist.cdn-dena.com/images/anime/7/89935.jpg,3,1996-10-25,1997-03-07,30,Production Reed,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Gun Frontier,,ガンフロンティア,https://myanimelist.cdn-dena.com/images/anime/5/15442.jpg,13,2002-03-28,2002-06-20,25,Echo,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Miss Monochrome: The Animation 2,,ミス・モノクローム -The Animation- 2,https://myanimelist.cdn-dena.com/images/anime/3/75014.jpg,13,2015-07-03,2015-09-25,7,"SANZIGEN, LIDENFILMS",,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,
,Touken Ranbu: Hanamaru - Makuai Kaisouroku,,刀剣乱舞-花丸- ～幕間回想録～,https://myanimelist.cdn-dena.com/images/anime/6/87948.jpg,1,2017-12-01,2017-12-01,1,Doga Kobo,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,
,Ghost in the Shell (2015),Ghost in the Shell: The New Movie,攻殻機動隊 新劇場版,https://myanimelist.cdn-dena.com/images/anime/2/72690.jpg,1,2015-06-20,2015-06-20,1,Production I.G,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,
,Hibike! Euphonium: Suisougaku-bu no Nichijou,Sound! Euphonium Specials,響け！ユーフォニアム「吹奏楽部の日常」,https://myanimelist.cdn-dena.com/images/anime/5/74706.jpg,7,2015-06-17,2015-12-16,2,Kyoto Animation,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,Neo Angelique Abyss,,ネオアンジェリーク Abyss,https://myanimelist.cdn-dena.com/images/anime/3/20960.jpg,13,2008-04-07,2008-06-30,24,Yumeta Company,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Anitore! XX: Hitotsu Yane no Shita de,Anime de Training! Xx,あにトレ! XX~ひとつ屋根の下で~,https://myanimelist.cdn-dena.com/images/anime/10/82252.jpg,12,2016-10-05,2016-12-21,4,Rising Force,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
,Kiriya Hakushaku Ke no Roku Shimai,,霧谷伯爵家の六姉妹,https://myanimelist.cdn-dena.com/images/anime/12/32881.jpg,2,2011-12-22,2012-03-30,30,G-Lam,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Ame-iro Cocoa,Rainy Cocoa,雨色ココア,https://myanimelist.cdn-dena.com/images/anime/10/72517.jpg,12,2015-04-05,2015-06-21,2,EMT²,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,Hoshi Neko Fullhouse,Star Cat Fullhouse,星猫フルハウス,https://myanimelist.cdn-dena.com/images/anime/3/89299.jpg,4,1989-06-16,1989-12-25,30,Artland,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,.hack//Intermezzo,,.hack//Intermezzo,https://myanimelist.cdn-dena.com/images/anime/12/66499.jpg,1,2003-03-28,2003-03-28,24,Bee Train,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Initial D Battle Stage 2,,頭文字〈イニシャル〉D BATTLE STAGE 2,https://myanimelist.cdn-dena.com/images/anime/3/13167.jpg,1,2007-05-30,2007-05-30,1,A.C.G.T.,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,
,Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,Dr. Slump and Arale-chan: Hoyoyo! The Treasure of Nanaba Castle,Ｄｒ．スランプ アラレちゃん ほよよ！ナナバ城の秘宝,https://myanimelist.cdn-dena.com/images/anime/12/62043.jpg,1,1984-12-22,1984-12-22,48,Toei Animation,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,
,Blood-C,BLOOD-C,ブラッドシー,https://myanimelist.cdn-dena.com/images/anime/2/31649.jpg,12,2011-07-08,2011-09-30,23,Production I.G,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Cardfight!! Vanguard G: Stride Gate-hen,Cardfight!! Vanguard G Stride Gate,カードファイト!! ヴァンガードG ストライドゲート編,https://myanimelist.cdn-dena.com/images/anime/10/80198.jpg,24,2016-04-17,2016-09-25,24,TMS Entertainment,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Mobile Suit Gundam-san,,機動戦士ガンダムさん,https://myanimelist.cdn-dena.com/images/anime/13/67549.jpg,13,2014-07-06,2014-09-28,2,Sunrise,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,Hibike! Euphonium: Kakedasu Monaka,"Sound! Euphonium Episode 14 – Ready, Set, Monaka",響け！ユーフォニアム 番外編 かけだすモナカ,https://myanimelist.cdn-dena.com/images/anime/2/77322.jpg,1,2015-12-16,2015-12-16,23,Kyoto Animation,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Tsuki ga Kirei Special,,月がきれい,https://myanimelist.cdn-dena.com/images/anime/6/88307.jpg,1,2017-09-27,2017-09-27,15,feel.,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,
,Kuzu no Honkai,Scum&#039,s Wish,,Manga,,,,,,,,,,,,,,,,,,,,,,,,,,"['""Heikousen (平行線)"" by Sayuri']",,,,,,,,,,
,Macross: Do You Remember Love?,,超時空要塞マクロス -愛・おぼえていますか-,https://myanimelist.cdn-dena.com/images/anime/9/49647.jpg,1,1984-07-07,1984-07-07,1,"Artland, Tatsunoko Production",,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,
,Kono Sekai no Katasumi ni,In This Corner of the World,この世界の片隅に,https://myanimelist.cdn-dena.com/images/anime/2/87704.jpg,1,2016-11-12,2016-11-12,2,MAPPA,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,
,Nijiiro Hotaru: Eien no Natsuyasumi,,虹色ほたる~永遠の夏休み~,https://myanimelist.cdn-dena.com/images/anime/13/37541.jpg,1,2012-05-19,2012-05-19,1,Toei Animation,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,
,Toushinden,Battle Arena Toshinden,闘神伝,https://myanimelist.cdn-dena.com/images/anime/4/85513.jpg,2,1996-06-21,1996-08-21,27,J.C.Staff,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,
,Shuffle! Memories,,シャッフル！メモリーズ,https://myanimelist.cdn-dena.com/images/anime/4/19624.jpg,12,2007-01-07,2007-03-26,24,Asread,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Ashita e Attack!,Attack on Tomorrow,あしたへアタック！,https://myanimelist.cdn-dena.com/images/anime/5/8206.jpg,23,1977-04-04,1977-09-05,24,Nippon Animation,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Imouto,Sex Exchange (1),義妹 [いもうと],https://myanimelist.cdn-dena.com/images/anime/4/38039.jpg,1,2006-04-14,2006-04-14,28,Y.O.U.C,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,
,Yowamushi Pedal: Re:RIDE,Yowapeda Re:RIDE,弱虫ペダル Re:RIDE,https://myanimelist.cdn-dena.com/images/anime/10/86876.jpg,1,2014-09-19,2014-09-19,1,TMS Entertainment,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,
,Shintaisou: Shin,Princess 69: Midnight Gymnastics,新体操（真）,https://myanimelist.cdn-dena.com/images/anime/7/41513.jpg,2,2005-06-24,2005-09-30,26,AT-2,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,
,Demonion: Gaiden,,デモニオン ~外伝~,https://myanimelist.cdn-dena.com/images/anime/9/65533.jpg,2,2014-11-21,2015-03-27,20,BreakBottle,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,
,Short Peace Opening,,武器よさらばオープニング,https://myanimelist.cdn-dena.com/images/anime/10/55731.jpg,1,2013-07-20,2013-07-20,3,Sunrise,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Stratos 4,,ストラトス・フォー,https://myanimelist.cdn-dena.com/images/anime/8/67337.jpg,13,2003-01-05,2003-03-30,23,Studio Fantasia,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Anitore! EX: Jigoku no Training,,あにトレ！ＥＸ「地獄のトレーニング」,https://myanimelist.cdn-dena.com/images/anime/5/78856.jpg,5,2016-02-26,2016-02-26,5,Rising Force,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Metal Fighter Miku,Metal Fighter Miku,メタルファイター・MIKU,https://myanimelist.cdn-dena.com/images/anime/1774/92299.jpg,13,1994-07-08,1994-09-30,25,J.C.Staff,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Metal Fight Beyblade 4D,Beyblade: Metal Fury,メタルファイト ベイブレード 4D,https://myanimelist.cdn-dena.com/images/anime/11/29013.jpg,52,2011-04-03,2012-04-01,24,SynergySP,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Yarimoku Beach ni Shuugakuryokou de!! The Animation,,ヤリモクビーチに修学旅行で!! THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/9/84441.jpg,1,2017-05-26,2017-05-26,24,Seven,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,UN-GO: Inga Nikki,UN-GO: Inga Nikki,UN-GO因果日記,s Diary,Original,,,,Sentai Filmworks,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,
,Sumomomo Momomo: Chijou Saikyou no Yome Specials,,すもももももも ～地上最強のヨメ～,https://myanimelist.cdn-dena.com/images/anime/11/5575.jpg,2,2007-09-04,2007-09-04,23,Studio Hibari,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,,映画　Yes! プリキュア５　鏡の国のミラクル大冒険！,https://myanimelist.cdn-dena.com/images/anime/8/69953.jpg,1,2007-11-10,2007-11-10,1,Toei Animation,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,
,Marginal#4: Kiss kara Tsukuru Big Bang,MARGINAL #4 the Animation,MARGINAL#4 KISSから創造るBig Bang,https://myanimelist.cdn-dena.com/images/anime/10/83799.jpg,12,2017-01-12,2017-03-30,23,J.C.Staff,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,11eyes Picture Drama,,11eyes 映像特典,https://myanimelist.cdn-dena.com/images/anime/6/54569.jpg,13,2010-06-25,2010-06-25,5,Doga Kobo,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Haikyuu!! Movie 2: Shousha to Haisha,,ハイキュー!! 勝者と敗者,https://myanimelist.cdn-dena.com/images/anime/2/74813.jpg,1,2015-09-18,2015-09-18,1,Production I.G,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,
,Winter Sonata Episode 0,,冬のソナタ,https://myanimelist.cdn-dena.com/images/anime/12/17652.jpg,1,2009-10-17,2009-10-17,25,,,,,,,,,,,,,,,,,,,,,,,"['""Tada Kimi Dake o"" by Lee Se-jun']",,,,,,,,,,
,Gochuumon wa Usagi desu ka??: Dear My Sister,Is the order a rabbit?? Dear My Sister,ご注文はうさぎですか?? ～Dear My Sister～,https://myanimelist.cdn-dena.com/images/anime/10/88182.jpg,1,2017-11-11,2017-11-11,,production doA,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
